Date,Open,High,Low,Close,Volume,Adj Close
2003-08-20,40.05,40.33,37.82,37.82,6216,37.82
2003-08-21,40.42,43.14,40.04,41.7,562,41.7
2003-08-22,47.28,47.85,43.34,47.72,2112,47.72
2003-08-23,48.81,50.69,46.57,50.02,6951,50.02
2003-08-24,49.33,51.29,47.24,47.24,7704,47.24
2003-08-25,51.42,55.74,50.85,50.85,3739,50.85
2003-08-26,53.74,55.21,52.62,53.05,7060,53.05
2003-08-27,52.08,54.35,48.89,53.05,3690,53.05
2003-08-28,52.07,53.15,50.09,53.15,5171,53.15
2003-08-29,49.26,52.09,49.11,52.09,5476,52.09
2003-08-30,50.52,51.39,49.87,51.39,7418,51.39
2003-08-31,52.16,55.48,50.75,55.48,5653,55.48
2003-09-01,54.63,58.79,53.88,53.88,4655,53.88
2003-09-02,55.95,58.19,55.74,58.19,4374,58.19
2003-09-03,60.11,60.97,59.88,60.03,4245,60.03
2003-09-04,62.35,63.83,58.11,63.82,229,63.82
2003-09-05,61.78,63.68,55.5,61.58,2716,61.58
2003-09-06,60.88,63.14,60.05,63.14,7822,63.14
2003-09-07,64.54,68.51,61.44,62.44,4832,62.44
2003-09-08,66.84,68.26,63.96,68.26,6906,68.26
2003-09-09,69.53,70.94,66.94,69.65,2839,69.65
2003-09-10,67.09,68.06,66.01,67.79,5158,67.79
2003-09-11,67.3,69.28,67.09,67.53,1993,67.53
2003-09-12,69.08,70.47,66.75,70.47,5068,70.47
2003-09-13,70.21,71.56,68.98,69.02,855,69.02
2003-09-14,69.29,71.56,68.57,71.29,3605,71.29
2003-09-15,76.98,78.57,74.06,74.06,75,74.06
2003-09-16,69.96,70.84,68.39,68.39,6692,68.39
2003-09-17,67.93,69.66,62.66,69.66,7325,69.66
2003-09-18,70.62,75.41,69.26,69.9,1250,69.9
2003-09-19,66.59,68.25,64.95,68.25,5829,68.25
2003-09-20,65.36,68.87,62.82,64.03,4680,64.03
2003-09-21,62.17,63.88,62.15,63.88,2639,63.88
2003-09-22,64.71,66.03,62.94,66.03,3107,66.03
2003-09-23,65.8,66.35,64.63,66.22,8665,66.22
2003-09-24,63.1,64.92,60.68,60.68,5692,60.68
2003-09-25,59.05,61.94,58.12,60.68,4949,60.68
2003-09-26,62.76,63.47,61.65,63.47,3911,63.47
2003-09-27,61.7,63.55,60.92,61.97,2928,61.97
2003-09-28,62.46,63.65,60.7,63.65,4955,63.65
2003-09-29,61.61,65.1,60.16,60.48,4772,60.48
2003-09-30,60.02,60.55,58.45,59.32,7242,59.32
2003-10-01,63.28,64.79,58.42,58.42,5594,58.42
2003-10-02,58.48,59.32,55.83,59.32,6264,59.32
2003-10-03,61.16,62.37,60.34,61.05,5182,61.05
2003-10-04,61.77,65.08,57.61,65.08,5159,65.08
2003-10-05,58.02,59.1,56.42,57.42,4106,57.42
2003-10-06,57.87,60.02,57.18,58.8,6283,58.8
2003-10-07,56.74,58.97,56.26,58.97,905,58.97
2003-10-08,57.86,61.16,55.93,58.68,5898,58.68
2003-10-09,60.28,61.14,55.91,59.91,6470,59.91
2003-10-10,59.0,63.09,57.84,60.58,6576,60.58
2003-10-11,61.92,65.15,59.99,62.24,4979,62.24
2003-10-12,62.56,63.97,59.86,62.59,4200,62.59
2003-10-13,69.68,70.5,66.86,66.86,2949,66.86
2003-10-14,67.8,70.05,67.32,67.32,5537,67.32
2003-10-15,67.14,67.52,63.82,63.82,4609,63.82
2003-10-16,64.96,66.46,62.74,62.74,7115,62.74
2003-10-17,61.48,65.17,60.73,65.17,6562,65.17
2003-10-18,64.01,65.22,61.26,65.22,886,65.22
2003-10-19,63.69,63.99,61.64,62.74,1187,62.74
2003-10-20,63.66,65.27,59.28,64.99,7054,64.99
2003-10-21,69.12,71.31,67.06,71.31,4040,71.31
2003-10-22,69.93,71.59,67.8,67.8,8823,67.8
2003-10-23,66.38,68.19,60.98,66.74,3298,66.74
2003-10-24,68.86,69.23,67.17,67.62,4014,67.62
2003-10-25,62.94,66.55,59.65,63.03,8325,63.03
2003-10-26,62.59,62.71,62.27,62.27,7286,62.27
2003-10-27,62.93,64.99,61.47,61.47,2294,61.47
2003-10-28,61.68,65.56,61.65,65.56,2339,65.56
2003-10-29,61.74,62.62,61.11,62.62,7568,62.62
2003-10-30,59.33,62.62,57.79,62.62,6911,62.62
2003-10-31,62.06,63.19,60.87,63.04,5513,63.04
2003-11-01,60.18,61.93,59.47,61.03,5765,61.03
2003-11-02,64.4,65.17,62.57,64.77,118,64.77
2003-11-03,64.3,67.03,62.45,65.52,5461,65.52
2003-11-04,65.87,66.06,63.39,66.06,2083,66.06
2003-11-05,69.5,70.68,67.0,70.1,4765,70.1
2003-11-06,73.07,74.75,71.28,74.46,5337,74.46
2003-11-07,75.8,76.73,73.47,76.73,4661,76.73
2003-11-08,78.26,82.36,74.84,77.32,4918,77.32
2003-11-09,77.53,79.64,76.66,76.66,5590,76.66
2003-11-10,76.58,77.68,75.56,77.01,6887,77.01
2003-11-11,75.38,76.62,75.31,76.62,3188,76.62
2003-11-12,72.8,74.33,71.84,71.84,6482,71.84
2003-11-13,71.34,71.65,70.95,71.3,6021,71.3
2003-11-14,70.41,70.88,67.79,70.69,3297,70.69
2003-11-15,73.13,74.7,70.5,70.5,5907,70.5
2003-11-16,68.41,70.61,66.95,69.92,5046,69.92
2003-11-17,68.99,70.49,64.66,69.68,2790,69.68
2003-11-18,71.46,72.67,68.66,69.65,3868,69.65
2003-11-19,70.27,71.58,69.08,70.98,3845,70.98
2003-11-20,70.51,74.94,67.82,70.03,4935,70.03
2003-11-21,73.19,77.16,71.68,73.82,3030,73.82
2003-11-22,74.6,77.13,72.66,74.43,3889,74.43
2003-11-23,72.83,73.9,70.16,70.16,7128,70.16
2003-11-24,74.94,78.73,72.88,72.88,4388,72.88
2003-11-25,74.56,75.76,73.37,74.56,6169,74.56
2003-11-26,75.28,76.14,73.89,73.89,7576,73.89
2003-11-27,73.18,73.65,72.44,72.44,2968,72.44
2003-11-28,68.43,69.94,68.0,69.94,4108,69.94
2003-11-29,67.46,69.36,64.69,69.36,6419,69.36
2003-11-30,71.48,72.15,70.19,71.0,2275,71.0
2003-12-01,69.63,69.75,65.77,69.75,7357,69.75
2003-12-02,68.72,71.38,67.24,69.51,5015,69.51
2003-12-03,71.49,72.2,67.19,71.35,7326,71.35
2003-12-04,70.9,72.76,67.37,67.37,5036,67.37
2003-12-05,70.09,70.99,66.65,69.01,5822,69.01
2003-12-06,70.44,70.73,69.63,70.47,3026,70.47
2003-12-07,66.17,66.52,63.74,63.74,6259,63.74
2003-12-08,63.49,67.22,59.21,62.44,4581,62.44
2003-12-09,64.53,68.4,64.26,64.39,4603,64.39
2003-12-10,64.04,66.18,63.35,63.46,3475,63.46
2003-12-11,68.84,70.07,66.57,66.71,8504,66.71
2003-12-12,61.31,62.23,60.15,61.64,4666,61.64
2003-12-13,61.12,64.12,59.67,62.16,8168,62.16
2003-12-14,60.93,62.46,58.55,62.46,5422,62.46
2003-12-15,62.27,63.56,60.27,60.27,4422,60.27
2003-12-16,63.88,66.1,61.54,65.79,2728,65.79
2003-12-17,66.5,69.73,64.96,68.22,5369,68.22
2003-12-18,67.73,72.14,67.29,68.1,2749,68.1
2003-12-19,66.21,67.38,65.93,67.38,2651,67.38
2003-12-20,67.49,70.95,67.24,70.95,2201,70.95
2003-12-21,73.37,74.02,71.66,71.9,3626,71.9
2003-12-22,73.07,75.31,69.93,72.97,7387,72.97
2003-12-23,72.74,73.37,71.84,73.37,1790,73.37
2003-12-24,71.17,74.55,69.51,72.48,5654,72.48
2003-12-25,70.93,75.0,70.64,71.7,5403,71.7
2003-12-26,72.7,76.21,70.88,76.21,2199,76.21
2003-12-27,75.42,78.6,73.25,73.25,6276,73.25
2003-12-28,77.07,79.19,76.25,79.19,3251,79.19
2003-12-29,78.74,81.08,78.09,80.41,6133,80.41
2003-12-30,81.77,82.81,80.17,81.3,5384,81.3
2003-12-31,82.02,86.76,81.26,86.76,6813,86.76
2004-01-01,87.47,88.37,87.2,87.9,1239,87.9
2004-01-02,84.45,86.66,83.97,86.66,2035,86.66
2004-01-03,85.92,89.0,84.15,89.0,3612,89.0
2004-01-04,88.66,92.57,88.04,89.99,6081,89.99
2004-01-05,91.04,92.35,88.5,90.29,5588,90.29
2004-01-06,91.35,93.29,88.76,89.57,6157,89.57
2004-01-07,89.21,91.24,88.83,89.29,6559,89.29
2004-01-08,89.32,91.47,88.01,91.47,2245,91.47
2004-01-09,91.36,93.67,90.26,90.26,6911,90.26
2004-01-10,92.04,94.45,91.59,92.98,4401,92.98
2004-01-11,93.99,98.22,93.14,94.08,4448,94.08
2004-01-12,90.86,92.74,89.06,92.74,7375,92.74
2004-01-13,90.53,91.53,89.26,91.13,971,91.13
2004-01-14,89.39,90.36,87.85,89.6,5661,89.6
2004-01-15,90.11,90.74,89.71,89.71,5162,89.71
2004-01-16,90.81,91.58,88.13,91.21,3702,91.21
2004-01-17,92.3,94.46,91.62,93.07,2509,93.07
2004-01-18,92.0,93.06,90.11,93.06,4961,93.06
2004-01-19,91.3,94.14,90.11,90.24,6439,90.24
2004-01-20,89.95,90.82,88.47,89.44,5242,89.44
2004-01-21,88.77,92.51,86.27,86.27,996,86.27
2004-01-22,85.64,86.06,83.24,83.24,1370,83.24
2004-01-23,83.9,84.75,80.58,84.6,7543,84.6
2004-01-24,84.74,86.32,82.0,86.32,5163,86.32
2004-01-25,82.64,83.56,81.97,82.22,2551,82.22
2004-01-26,83.03,87.34,82.29,84.5,4226,84.5
2004-01-27,88.19,88.87,87.94,88.09,4473,88.09
2004-01-28,87.75,89.62,85.6,86.07,9091,86.07
2004-01-29,87.28,89.39,86.03,87.1,5428,87.1
2004-01-30,85.23,86.33,83.7,86.33,1924,86.33
2004-01-31,87.8,89.56,86.16,87.47,5564,87.47
2004-02-01,87.38,90.91,84.81,84.81,6651,84.81
2004-02-02,88.37,90.55,86.69,86.69,6285,86.69
2004-02-03,83.84,85.85,83.29,83.29,5353,83.29
2004-02-04,82.84,84.1,81.36,81.36,9481,81.36
2004-02-05,82.24,85.07,78.55,82.02,5694,82.02
2004-02-06,79.97,80.47,79.6,80.47,6119,80.47
2004-02-07,80.34,82.21,79.24,79.91,7101,79.91
2004-02-08,77.41,79.32,76.81,78.1,4720,78.1
2004-02-09,78.5,79.83,75.41,77.95,5593,77.95
2004-02-10,79.77,80.55,76.81,78.78,7657,78.78
2004-02-11,79.96,80.9,79.86,80.9,4553,80.9
2004-02-12,80.97,81.16,79.31,80.63,8333,80.63
2004-02-13,78.96,82.01,78.07,81.37,6783,81.37
2004-02-14,80.15,81.9,79.95,81.9,8176,81.9
2004-02-15,80.93,82.46,78.78,81.68,1115,81.68
2004-02-16,80.79,81.25,78.83,81.25,7296,81.25
2004-02-17,81.28,86.32,80.96,80.96,3046,80.96
2004-02-18,77.19,77.58,75.86,77.48,8216,77.48
2004-02-19,75.85,75.94,74.46,75.19,7143,75.19
2004-02-20,75.44,76.18,74.96,76.18,2640,76.18
2004-02-21,76.31,77.48,73.62,77.48,4985,77.48
2004-02-22,78.06,78.86,74.41,77.6,2031,77.6
2004-02-23,80.13,80.76,78.34,80.76,2742,80.76
2004-02-24,80.45,83.94,79.07,80.18,4770,80.18
2004-02-25,77.79,78.39,77.72,78.39,3423,78.39
2004-02-26,79.12,81.36,77.97,81.36,6449,81.36
2004-02-27,82.94,86.14,79.96,86.03,8085,86.03
2004-02-28,84.78,86.91,81.41,84.62,8211,84.62
2004-02-29,84.48,87.54,83.68,87.54,8984,87.54
2004-03-01,86.99,88.38,85.25,85.25,7562,85.25
2004-03-02,87.76,90.29,85.3,87.92,4000,87.92
2004-03-03,87.75,89.22,84.99,86.27,4313,86.27
2004-03-04,88.01,91.07,87.17,90.78,6080,90.78
2004-03-05,92.74,95.16,90.92,95.16,6458,95.16
2004-03-06,95.68,100.07,92.84,96.71,5028,96.71
2004-03-07,97.95,99.09,96.32,98.81,6988,98.81
2004-03-08,102.25,102.74,99.97,99.97,3937,99.97
2004-03-09,100.11,101.33,98.51,100.1,4645,100.1
2004-03-10,100.41,101.27,97.0,100.04,4040,100.04
2004-03-11,99.21,100.7,98.75,100.7,6151,100.7
2004-03-12,99.88,101.98,98.74,101.98,7382,101.98
2004-03-13,100.85,102.25,98.71,102.25,4872,102.25
2004-03-14,99.25,99.79,97.6,97.6,5089,97.6
2004-03-15,98.29,100.5,97.53,100.17,3933,100.17
2004-03-16,97.89,98.08,97.11,97.57,5667,97.57
2004-03-17,97.19,100.61,96.41,97.06,8220,97.06
2004-03-18,94.27,95.51,92.76,92.76,1940,92.76
2004-03-19,96.54,101.52,95.63,99.04,4047,99.04
2004-03-20,97.92,100.16,94.51,99.5,1314,99.5
2004-03-21,100.43,103.34,98.58,102.25,6065,102.25
2004-03-22,101.62,104.03,100.27,100.27,4173,100.27
2004-03-23,100.75,102.63,97.69,98.51,5361,98.51
2004-03-24,97.21,100.75,97.13,97.13,6306,97.13
2004-03-25,97.2,99.56,94.58,98.01,1657,98.01
2004-03-26,95.72,97.29,95.59,95.7,2786,95.7
2004-03-27,94.72,96.72,92.74,96.72,1648,96.72
2004-03-28,95.94,96.81,93.31,96.27,4049,96.27
2004-03-29,94.05,99.59,91.16,91.16,7987,91.16
2004-03-30,92.0,93.87,90.65,91.63,1148,91.63
2004-03-31,94.99,97.98,92.43,93.49,7066,93.49
2004-04-01,91.25,92.1,90.46,90.56,4385,90.56
2004-04-02,92.9,94.58,91.49,93.19,43,93.19
2004-04-03,94.25,94.29,92.46,93.24,5672,93.24
2004-04-04,90.31,94.21,88.32,89.17,3579,89.17
2004-04-05,88.9,89.74,87.2,89.7,1463,89.7
2004-04-06,92.16,93.82,91.41,92.49,7064,92.49
2004-04-07,95.86,98.01,95.66,95.66,1926,95.66
2004-04-08,94.6,95.52,92.4,93.92,4187,93.92
2004-04-09,93.31,96.2,92.11,92.11,7149,92.11
2004-04-10,92.87,95.69,92.0,92.0,6743,92.0
2004-04-11,92.93,95.71,92.5,92.98,5042,92.98
2004-04-12,91.15,93.94,90.26,91.19,4676,91.19
2004-04-13,92.23,93.45,91.57,92.72,5959,92.72
2004-04-14,90.79,95.11,89.82,91.78,6495,91.78
2004-04-15,91.14,93.99,88.32,91.1,5278,91.1
2004-04-16,92.57,94.03,89.9,94.03,5738,94.03
2004-04-17,91.0,92.18,89.78,89.78,2948,89.78
2004-04-18,86.26,87.06,85.95,86.26,2865,86.26
2004-04-19,83.24,84.69,82.05,82.05,8492,82.05
2004-04-20,84.5,84.74,81.48,84.18,4937,84.18
2004-04-21,84.87,86.14,83.92,84.07,6279,84.07
2004-04-22,85.3,88.48,84.89,86.24,8610,86.24
2004-04-23,83.63,84.41,80.92,83.58,3185,83.58
2004-04-24,84.49,87.09,82.71,87.09,5768,87.09
2004-04-25,87.18,87.77,86.62,87.62,5229,87.62
2004-04-26,89.37,91.33,86.4,86.4,9053,86.4
2004-04-27,87.71,90.03,86.44,90.03,2160,90.03
2004-04-28,90.2,91.85,87.56,87.56,4497,87.56
2004-04-29,85.66,88.53,82.18,84.46,3894,84.46
2004-04-30,84.07,84.41,83.13,83.13,5459,83.13
2004-05-01,84.32,85.88,84.21,85.88,4597,85.88
2004-05-02,86.63,87.43,86.11,87.43,2500,87.43
2004-05-03,89.37,90.74,89.18,89.99,8152,89.99
2004-05-04,86.02,90.27,85.95,86.43,8181,86.43
2004-05-05,87.19,88.36,85.08,85.08,5550,85.08
2004-05-06,82.74,83.06,80.35,82.02,5537,82.02
2004-05-07,82.41,83.28,81.03,81.03,2581,81.03
2004-05-08,83.87,84.01,80.54,83.47,7645,83.47
2004-05-09,83.31,87.01,81.33,83.13,6454,83.13
2004-05-10,82.74,87.52,80.7,84.21,4500,84.21
2004-05-11,83.95,87.64,81.57,83.65,4190,83.65
2004-05-12,86.7,88.6,82.35,85.31,3361,85.31
2004-05-13,83.16,84.37,82.85,84.37,7464,84.37
2004-05-14,81.02,82.66,79.82,79.82,7037,79.82
2004-05-15,77.09,78.27,75.95,78.27,3862,78.27
2004-05-16,81.02,82.37,79.53,80.08,893,80.08
2004-05-17,80.84,81.95,80.19,80.19,9016,80.19
2004-05-18,77.62,78.76,76.94,77.14,3393,77.14
2004-05-19,78.98,79.92,77.5,77.5,6033,77.5
2004-05-20,81.62,82.37,80.5,80.89,490,80.89
2004-05-21,81.27,84.49,79.65,79.65,4322,79.65
2004-05-22,81.88,84.94,81.34,83.6,1851,83.6
2004-05-23,84.71,88.83,83.11,86.02,4376,86.02
2004-05-24,89.1,89.3,87.64,87.64,4924,87.64
2004-05-25,88.61,93.01,86.08,88.9,4240,88.9
2004-05-26,91.38,96.98,89.24,89.24,5998,89.24
2004-05-27,89.81,90.81,86.06,89.14,5813,89.14
2004-05-28,90.58,92.63,89.28,91.12,3980,91.12
2004-05-29,91.93,94.39,90.57,92.21,9803,92.21
2004-05-30,91.51,95.51,91.06,91.06,3615,91.06
2004-05-31,90.22,90.37,87.22,89.3,4518,89.3
2004-06-01,86.09,86.62,85.76,85.76,4414,85.76
2004-06-02,86.75,88.44,86.32,88.44,6353,88.44
2004-06-03,89.58,90.49,86.97,90.49,1316,90.49
2004-06-04,93.17,93.27,92.61,92.65,5454,92.65
2004-06-05,92.1,92.33,90.72,90.72,5537,90.72
2004-06-06,91.29,93.34,88.08,92.22,7969,92.22
2004-06-07,90.97,91.53,90.37,90.37,2230,90.37
2004-06-08,91.96,93.52,89.13,89.13,1952,89.13
2004-06-09,89.04,89.92,80.65,88.44,10060,88.44
2004-06-10,87.87,89.46,87.62,88.79,7407,88.79
2004-06-11,85.69,86.58,84.51,85.7,6084,85.7
2004-06-12,84.86,86.84,82.17,83.25,2906,83.25
2004-06-13,83.96,84.62,83.05,83.86,5517,83.86
2004-06-14,82.03,83.25,81.38,82.38,5206,82.38
2004-06-15,82.06,82.65,79.99,79.99,4074,79.99
2004-06-16,80.13,82.44,77.59,78.26,7715,78.26
2004-06-17,78.18,79.18,76.34,78.79,3371,78.79
2004-06-18,75.73,76.71,74.59,76.71,4764,76.71
2004-06-19,74.05,76.36,73.08,74.27,2848,74.27
2004-06-20,74.71,76.81,73.17,73.97,4746,73.97
2004-06-21,72.16,73.87,71.76,72.65,5297,72.65
2004-06-22,72.51,72.64,69.85,69.85,2844,69.85
2004-06-23,69.7,72.08,69.1,72.08,5799,72.08
2004-06-24,72.83,74.44,71.92,74.44,2780,74.44
2004-06-25,74.31,76.83,73.93,76.83,1870,76.83
2004-06-26,76.04,76.71,74.6,74.6,3818,74.6
2004-06-27,77.07,77.82,75.29,75.29,6867,75.29
2004-06-28,77.45,79.48,75.49,75.49,5314,75.49
2004-06-29,76.4,76.81,75.28,75.35,5770,75.35
2004-06-30,77.52,77.94,77.3,77.53,2821,77.53
2004-07-01,79.89,80.68,78.28,79.2,4647,79.2
2004-07-02,75.29,76.49,74.25,74.31,2962,74.31
2004-07-03,72.45,74.04,68.12,74.04,7049,74.04
2004-07-04,75.87,78.32,73.66,77.88,3905,77.88
2004-07-05,75.16,75.63,74.62,75.53,3343,75.53
2004-07-06,76.59,76.9,75.21,75.62,3861,75.62
2004-07-07,76.38,79.46,75.27,79.46,6210,79.46
2004-07-08,80.67,82.82,80.44,80.62,5643,80.62
2004-07-09,81.05,81.67,79.21,79.21,4360,79.21
2004-07-10,82.15,82.19,78.35,80.11,2781,80.11
2004-07-11,83.55,84.23,81.16,84.23,6088,84.23
2004-07-12,81.97,82.64,80.29,80.29,7503,80.29
2004-07-13,81.94,82.37,80.77,80.77,4113,80.77
2004-07-14,81.04,82.93,79.17,81.59,2765,81.59
2004-07-15,81.99,85.48,80.72,85.48,7123,85.48
2004-07-16,88.41,90.35,86.98,89.61,6308,89.61
2004-07-17,90.85,91.92,90.47,90.99,2940,90.99
2004-07-18,90.58,92.68,89.8,89.8,3331,89.8
2004-07-19,89.68,90.77,88.27,88.41,6313,88.41
2004-07-20,86.99,88.28,86.37,88.28,2474,88.28
2004-07-21,84.17,87.78,80.13,86.92,4614,86.92
2004-07-22,82.19,84.14,81.79,84.14,6735,84.14
2004-07-23,84.15,86.07,83.64,85.19,5783,85.19
2004-07-24,83.45,84.3,81.31,82.27,6376,82.27
2004-07-25,82.6,83.6,81.62,82.58,5126,82.58
2004-07-26,80.67,82.07,78.98,81.57,8030,81.57
2004-07-27,81.33,83.13,78.69,78.69,4108,78.69
2004-07-28,77.94,78.43,75.56,77.35,4257,77.35
2004-07-29,73.31,74.85,70.44,73.6,6324,73.6
2004-07-30,71.2,73.8,67.2,70.14,5991,70.14
2004-07-31,71.09,71.7,69.9,71.26,7394,71.26
2004-08-01,70.21,71.78,68.52,71.44,6843,71.44
2004-08-02,72.49,73.42,70.84,72.55,2852,72.55
2004-08-03,73.11,76.7,70.02,74.02,7722,74.02
2004-08-04,74.53,77.48,74.04,74.14,1590,74.14
2004-08-05,74.39,76.28,73.38,73.58,1046,73.58
2004-08-06,71.1,72.23,70.28,72.34,8971,72.34
2004-08-07,72.48,73.0,71.24,71.24,5240,71.24
2004-08-08,72.24,73.16,69.58,69.58,6273,69.58
2004-08-09,67.69,69.9,66.83,67.36,1636,67.36
2004-08-10,67.6,68.92,67.12,68.92,8563,68.92
2004-08-11,66.17,66.72,65.3,66.49,4294,66.49
2004-08-12,65.05,67.03,64.13,66.43,4379,66.43
2004-08-13,64.58,67.35,62.5,67.35,2384,67.35
2004-08-14,68.68,69.88,67.23,67.23,2236,67.23
2004-08-15,69.52,70.4,65.83,65.83,3038,65.83
2004-08-16,66.41,67.75,65.8,65.81,3833,65.81
2004-08-17,68.72,72.92,67.37,67.43,3907,67.43
2004-08-18,68.5,68.66,65.88,67.46,8728,67.46
2004-08-19,66.16,66.83,65.91,66.83,5867,66.83
2004-08-20,64.76,69.76,63.79,65.81,1784,65.81
2004-08-21,65.18,66.13,59.74,65.43,2700,65.43
2004-08-22,65.56,67.28,63.99,63.99,4048,63.99
2004-08-23,58.02,63.52,54.96,58.02,4642,58.02
2004-08-24,59.22,60.89,58.76,60.89,2661,60.89
2004-08-25,59.73,60.51,58.45,58.45,4086,58.45
2004-08-26,55.67,57.78,53.47,54.73,6005,54.73
2004-08-27,56.41,56.75,55.85,56.26,46,56.26
2004-08-28,58.02,58.25,55.96,57.25,8539,57.25
2004-08-29,59.39,60.1,58.07,59.09,4844,59.09
2004-08-30,60.94,63.18,58.1,61.28,6473,61.28
2004-08-31,62.2,68.03,59.65,60.58,5467,60.58
2004-09-01,64.39,64.92,62.24,64.37,4330,64.37
2004-09-02,65.63,67.69,63.05,66.09,5583,66.09
2004-09-03,66.77,68.56,66.77,68.56,8032,68.56
2004-09-04,65.55,66.93,64.93,66.16,6338,66.16
2004-09-05,64.97,66.9,60.86,60.86,7374,60.86
2004-09-06,62.56,63.21,58.44,63.21,7549,63.21
2004-09-07,64.73,64.9,63.5,63.5,6910,63.5
2004-09-08,60.66,62.87,57.68,60.88,7323,60.88
2004-09-09,59.75,61.43,56.38,58.78,4042,58.78
2004-09-10,60.63,61.67,57.96,61.57,6598,61.57
2004-09-11,61.31,63.3,60.15,60.15,5098,60.15
2004-09-12,57.79,58.32,56.92,57.75,5080,57.75
2004-09-13,59.83,60.43,58.3,60.43,4146,60.43
2004-09-14,60.11,61.12,59.37,59.52,8937,59.52
2004-09-15,61.02,62.16,60.78,61.61,5274,61.61
2004-09-16,64.16,64.51,62.08,64.51,5242,64.51
2004-09-17,65.09,65.11,63.92,63.97,3002,63.97
2004-09-18,60.74,61.09,60.33,60.33,288,60.33
2004-09-19,64.03,64.92,60.21,62.56,8775,62.56
2004-09-20,60.75,63.3,60.72,61.33,4690,61.33
2004-09-21,62.81,64.02,61.67,64.02,3692,64.02
2004-09-22,66.46,69.8,64.2,69.56,5504,69.56
2004-09-23,71.27,71.82,69.3,69.3,5277,69.3
2004-09-24,70.56,72.69,69.01,69.76,8791,69.76
2004-09-25,69.56,71.99,67.91,71.99,3944,71.99
2004-09-26,69.51,73.51,68.06,68.06,6234,68.06
2004-09-27,64.69,83.3,64.69,66.25,4569,66.25
2004-09-28,65.77,66.82,64.05,66.82,10145,66.82
2004-09-29,66.82,67.54,66.57,66.95,3538,66.95
2004-09-30,66.82,68.71,65.3,65.3,6076,65.3
2004-10-01,63.44,64.99,62.99,63.94,3869,63.94
2004-10-02,64.51,66.43,62.93,64.25,4706,64.25
2004-10-03,69.43,71.27,68.92,68.92,4729,68.92
2004-10-04,66.26,69.88,62.52,62.52,7433,62.52
2004-10-05,64.52,65.96,62.8,63.82,7997,63.82
2004-10-06,62.34,64.13,62.18,64.13,5028,64.13
2004-10-07,63.81,65.55,62.31,65.55,5387,65.55
2004-10-08,65.64,67.78,64.59,65.65,4610,65.65
2004-10-09,68.3,70.01,68.28,69.88,5795,69.88
2004-10-10,69.9,71.81,68.89,69.84,3996,69.84
2004-10-11,71.43,72.28,69.38,71.91,4904,71.91
2004-10-12,72.5,75.53,71.8,74.92,3681,74.92
2004-10-13,74.01,74.74,72.85,74.74,5394,74.74
2004-10-14,75.77,76.45,75.32,76.45,3413,76.45
2004-10-15,78.87,80.85,77.89,78.08,10264,78.08
2004-10-16,78.06,80.59,76.08,77.03,3308,77.03
2004-10-17,76.14,77.97,73.82,77.97,6898,77.97
2004-10-18,79.07,80.06,77.16,79.61,2652,79.61
2004-10-19,78.2,82.0,77.41,79.86,4508,79.86
2004-10-20,77.49,78.63,77.13,77.13,6924,77.13
2004-10-21,74.77,76.78,73.14,73.14,3631,73.14
2004-10-22,71.59,74.57,71.42,73.46,5270,73.46
2004-10-23,77.21,78.77,77.06,77.25,6527,77.25
2004-10-24,75.52,76.51,73.26,74.08,5000,74.08
2004-10-25,73.18,73.51,71.25,71.49,7544,71.49
2004-10-26,69.43,70.25,66.59,66.59,4875,66.59
2004-10-27,67.01,68.7,65.11,68.7,5061,68.7
2004-10-28,71.52,72.39,69.09,69.09,2573,69.09
2004-10-29,70.69,74.33,66.96,68.6,5368,68.6
2004-10-30,67.34,67.87,66.44,67.87,6807,67.87
2004-10-31,67.45,68.83,64.63,65.5,2075,65.5
2004-11-01,66.76,67.31,66.23,66.61,7727,66.61
2004-11-02,66.04,69.49,65.74,69.49,2117,69.49
2004-11-03,72.4,73.35,69.14,69.62,3956,69.62
2004-11-04,67.41,69.64,66.55,67.13,4041,67.13
2004-11-05,67.78,69.95,62.17,67.05,564,67.05
2004-11-06,64.73,66.38,64.08,65.33,4259,65.33
2004-11-07,64.58,65.09,62.91,65.09,6000,65.09
2004-11-08,66.53,68.31,65.81,68.31,3669,68.31
2004-11-09,66.01,66.7,62.3,66.7,4781,66.7
2004-11-10,68.63,70.71,66.39,70.71,3639,70.71
2004-11-11,71.22,73.14,70.69,73.14,1220,73.14
2004-11-12,72.52,74.32,69.82,74.32,4428,74.32
2004-11-13,76.56,78.42,72.94,78.38,5211,78.38
2004-11-14,76.96,77.58,74.73,75.77,2618,75.77
2004-11-15,74.83,76.44,73.63,76.44,4583,76.44
2004-11-16,74.97,78.9,74.3,74.43,1945,74.43
2004-11-17,74.11,74.88,70.78,72.83,7909,72.83
2004-11-18,75.26,77.36,72.9,77.36,5490,77.36
2004-11-19,78.4,79.76,78.39,79.68,6829,79.68
2004-11-20,79.51,81.07,78.2,78.2,3159,78.2
2004-11-21,74.99,77.2,74.2,74.2,6609,74.2
2004-11-22,72.58,72.94,70.22,70.22,3299,70.22
2004-11-23,66.81,69.23,65.8,66.04,6743,66.04
2004-11-24,68.14,70.2,65.98,70.2,9297,70.2
2004-11-25,70.2,71.32,68.98,69.57,7544,69.57
2004-11-26,70.4,70.46,68.61,70.12,3890,70.12
2004-11-27,73.53,76.39,69.68,73.16,1963,73.16
